"track_name","artist(s)_name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","major_key","danceability","valence","energy","acousticness","instrumentalness","liveness","speechiness","streams","streams_per_month"
"Entre Nosotros (Remix) [con Nicki Nicole]","Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,32,0,12,0,0,170,0,70,61,44,40,0,37,4,236940480,19745040
"A Tale By Quincy","The Weeknd",1,2022,1,7,733,0,0,2,2,0,0,94,0,46,55,50,71,0,10,11,41924466,3493705.5
"I AM WOMAN","Emmy Meli",1,2021,11,18,2795,0,45,0,107,0,0,170,1,65,46,47,12,0,13,16,225259194,18771599.5
"Medallo","Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,54,21,57,1,0,90,0,79,79,70,57,0,66,8,393230256,32769188
"It'll Be Okay","Shawn Mendes",1,2021,12,1,1950,0,56,8,104,0,10,78,1,40,7,29,62,0,9,3,287201015,23933417.9166667
"Softcore","The Neighbourhood",1,2018,3,9,3947,12,33,102,93,0,30,94,1,57,36,58,5,0,15,3,599770206,49980850.5
"Super Gremlin","Kodak Black",1,2021,10,30,2551,0,52,15,35,0,1,73,1,83,11,41,0,0,36,14,342779426,28564952.1666667
"Volvï¿","Aventura, Bad Bunny",2,2021,8,3,5375,10,138,24,133,0,1,176,1,73,79,86,42,0,7,18,673801126,56150093.8333333
"Todo De Ti","Rauw Alejandro",1,2020,11,2,11975,8,188,75,268,6,16,128,0,81,57,63,40,1,10,4,1168642797,97386899.75
"Love Nwantiti - Remix","Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,42,2,57,0,0,120,1,58,44,60,44,9,5,6,540539717,45044976.4166667
"Smokin Out The Window","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,63,40,76,0,0,82,1,63,85,62,6,0,35,4,383550148,31962512.3333333
"Meet Me At Our Spot","THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,47,14,90,0,1,95,1,77,40,47,2,0,9,3,530511203,44209266.9166667
"Every Angel is Terrifying","The Weeknd",1,2022,1,7,715,0,0,1,2,0,0,118,1,44,52,94,11,0,4,29,37307967,3108997.25
"Tacones Rojos","Sebastian Yatra",1,2021,10,22,3047,9,77,31,85,5,28,123,0,75,93,86,8,0,14,3,510876816,42573068
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,231,52,612,6,0,90,1,63,49,68,38,0,42,18,1445941661,120495138.416667
"Dakiti","Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,189,166,525,9,25,110,0,73,14,57,40,0,11,5,1763363713,146946976.083333
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,20,4,15,1,3,96,0,66,76,82,47,0,10,32,374191487,31182623.9166667
"Lï¿½ï¿½ï¿","Stromae",1,2022,1,9,2035,0,41,122,394,0,2,88,0,56,58,55,35,0,23,11,108809090,9067424.16666667
"Nostï¿½ï¿½l","Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,86,76,59,0,16,98,0,73,60,85,17,0,24,5,436695353,36391279.4166667
"Better Days (NEIKED x Mae Muller x Polo G)","NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,105,2,73,13,1,110,0,72,67,68,0,0,14,4,421040617,35086718.0833333
"Life Goes On","Oliver Tree",1,2020,7,17,2868,0,43,15,116,0,0,80,1,70,57,49,19,0,12,8,501541661,41795138.4166667
"Sad Girlz Luv Money Remix (feat. Kali Uchis)","Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,69,3,70,0,3,110,0,86,31,53,43,0,11,6,354065229,29505435.75
"Butter","BTS",1,2021,5,21,4779,6,180,135,223,0,5,110,1,79,70,36,0,0,6,11,1143647827,95303985.5833333
"pushin P (feat. Young Thug)","Young Thug, Future, Gunna",3,2022,1,7,3517,0,54,28,43,0,0,78,0,77,49,42,1,1,13,19,311395144,25949595.3333333
"You Right","Doja Cat, The Weeknd",2,2021,6,24,5073,0,83,9,100,0,4,129,1,83,44,62,2,0,8,6,672656250,56054687.5
"deja vu","Olivia Rodrigo",1,2021,4,1,7545,4,117,39,141,0,46,181,1,44,22,60,61,0,42,9,1256880657,104740054.75
"Dynamite","BTS",1,2020,8,21,8528,5,239,163,583,0,0,114,0,75,74,77,1,0,9,10,1692897992,141074832.666667
"TO THE MOON","Jnr Choi",1,2021,11,5,2979,0,44,0,159,0,0,144,1,74,39,65,5,1,11,35,245095641,20424636.75
"Lost in the Fire","The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,110,145,447,0,46,101,1,66,18,68,9,0,12,4,686734357,57227863.0833333
"Salimo de Noche","Trueno, Tiago pzk",2,2021,10,21,1057,0,17,5,21,0,0,84,1,67,78,63,29,0,12,5,261414174,21784514.5
"Volando - Remix","Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,101,34,70,1,2,154,1,66,63,69,21,0,11,7,610045621,50837135.0833333
"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,237,123,569,0,10,148,1,59,72,62,18,0,9,3,1115880852,92990071
"Knife Talk (with 21 Savage ft. Project Pat)","Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,45,43,45,0,3,146,0,85,22,37,13,0,7,30,594482982,49540248.5
"Don't Be Shy","Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,171,51,187,1,21,120,0,77,51,79,20,0,26,6,566954746,47246228.8333333
"LA FAMA (with The Weeknd)","The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,81,93,507,6,4,136,0,77,82,30,95,0,13,5,374706940,31225578.3333333
"The Family Madrigal","Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,20,38,12,0,0,141,1,59,56,63,12,0,6,36,184937148,15411429
"Phantom Regret by Jim","The Weeknd",1,2022,1,7,768,0,1,1,3,0,0,108,0,46,23,48,75,30,14,4,31959571,2663297.58333333
"Dos Oruguitas","Sebastian Yatra",1,2021,11,19,925,0,24,47,74,0,0,94,1,42,47,36,76,0,9,5,167076418,13923034.8333333
"Freaks","Surf Curse",1,2015,5,10,3006,3,23,21,121,0,13,180,1,35,41,94,0,63,5,5,824420218,68701684.8333333
"Acapulco","Jason Derulo",1,2021,9,1,3098,0,111,5,182,1,0,122,1,77,51,79,5,0,16,5,363467642,30288970.1666667
"Daddy Issues","The Neighbourhood",1,2015,10,30,9771,4,42,70,384,0,3,85,1,59,33,52,7,15,12,3,1127468248,93955687.3333333
"thought i was playing","21 Savage, Gunna",2,2022,1,7,807,0,3,0,5,0,0,148,1,68,29,73,0,0,7,7,60680939,5056744.91666667
"ELEVEN","IVE",1,2021,12,1,521,1,17,89,11,0,0,120,1,83,59,73,6,0,5,11,247737946,20644828.8333333
"Mood (feat. Iann Dior)","24kgoldn, Iann Dior",2,2020,7,24,12854,0,237,27,636,0,0,91,0,70,76,72,22,0,27,4,1699402402,141616866.833333
"What Else Can I Do?","Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,13,27,8,0,0,120,1,72,54,71,26,0,10,4,154797871,12899822.5833333
"DANCE CRIP","Trueno",1,2021,11,17,731,0,14,14,24,0,4,106,1,86,86,79,11,0,8,9,198883004,16573583.6666667
"Miserable Man","David Kushner",1,2022,1,7,788,0,13,0,32,1,0,110,1,63,31,35,93,0,29,3,124407432,10367286
"happier","Olivia Rodrigo",1,2021,5,21,3069,4,25,46,105,0,45,169,1,39,36,45,81,0,8,13,850608354,70884029.5
"Praise God","Kanye West",1,2021,8,29,4651,0,24,6,105,0,0,118,1,80,21,55,1,0,26,17,376333030,31361085.8333333
"Get Into It (Yuh)","Doja Cat",1,2021,6,25,4999,0,43,19,73,12,0,92,0,91,79,66,32,0,9,16,516784627,43065385.5833333
"Before You Go","Lewis Capaldi",1,2019,11,1,8327,24,205,130,625,0,25,112,1,45,19,60,63,0,9,6,1608045237,134003769.75
"Sky","Playboi Carti",1,2020,12,25,3297,3,25,3,52,0,1,140,1,79,56,91,26,0,13,21,506778838,42231569.8333333
"Rolling in the Deep","Adele",1,2010,11,29,35684,6,195,125,6280,2,78,105,1,73,52,76,13,0,5,3,1472799873,122733322.75
"Sobrio","Maluma",1,2021,7,8,3506,10,103,76,100,1,1,178,1,76,63,77,14,0,15,22,513643924,42803660.3333333
"Peru","Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,60,17,154,0,22,108,0,96,71,42,57,0,8,9,261286503,21773875.25
"favorite crime","Olivia Rodrigo",1,2021,5,21,3681,0,20,21,99,0,7,173,1,40,19,29,86,0,34,4,783706581,65308881.75
"Thunder","Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,54,16,259,0,13,101,1,67,40,90,3,0,34,6,422691058,35224254.8333333
"The Business","Tiï¿½ï¿",1,2020,1,1,14311,0,255,32,582,0,14,120,0,80,24,62,41,2,11,23,1062345656,88528804.6666667
"positions","Ariana Grande",1,2020,10,23,8207,0,175,55,95,0,2,144,1,73,66,80,44,0,9,12,1252563873,104380322.75
"I WANNA BE YOUR SLAVE","Mï¿½ï¿½ne",1,2021,3,19,4873,0,65,88,434,3,13,133,1,75,96,61,0,0,18,4,851070493,70922541.0833333
"Vai Lï¿½ï¿½ Em Casa","Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,7,3,89,0,0,158,0,46,62,83,53,0,97,28,263894529,21991210.75
"The Feels","TWICE",1,2021,10,1,1150,0,20,99,44,0,2,120,1,81,92,90,9,0,8,7,345903614,28825301.1666667
"HEARTBREAK ANNIVERSARY","Giveon",1,2020,2,21,5398,4,111,127,210,0,37,129,1,61,59,46,56,0,13,5,951637566,79303130.5
"No Lie","Sean Paul, Dua Lipa",2,2016,11,18,7370,0,92,127,1219,0,62,102,1,74,45,89,5,0,26,13,956865266,79738772.1666667
"OUT OUT (feat. Charli XCX & Saweetie)","Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,122,11,201,0,1,124,0,79,79,84,2,0,5,5,427486004,35623833.6666667
"Pope Is a Rockstar","SALES",1,2016,4,20,1966,0,4,2,50,0,0,90,0,73,31,45,85,24,11,3,156658366,13054863.8333333
"2055","Sleepy hallow",1,2021,4,14,2226,0,29,0,44,0,0,161,0,78,65,52,46,0,12,31,624515457,52042954.75
"Bored","Billie Eilish",1,2017,3,30,4204,0,39,45,250,0,0,120,1,60,11,33,90,0,8,5,777765388,64813782.3333333
"Happier Than Ever - Edit","Billie Eilish",1,2021,7,28,1959,0,19,0,38,0,0,81,1,45,12,57,7,0,23,3,412795151,34399595.9166667
"Astronaut In The Ocean","Masked Wolf",1,2019,1,1,7191,0,146,18,478,0,7,150,0,78,47,70,18,0,15,9,1138474110,94872842.5
"Ley Seca","Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,101,12,38,0,0,105,1,76,58,84,10,0,13,10,355219175,29601597.9166667
"Every Summertime","NIKI",1,2021,8,10,1211,2,30,2,5,0,6,79,1,63,76,67,38,0,6,4,290228626,24185718.8333333
"Talking To The Moon","Bruno Mars",1,2010,10,4,7109,2,5,0,862,0,0,146,0,52,7,61,51,0,11,3,1062956628,88579719
"you broke me first","Tate McRae",1,2020,4,17,6638,0,167,19,318,0,1,124,1,64,8,37,79,0,9,5,1180094974,98341247.8333333
"The Nights","Avicii",1,2014,1,1,17354,8,92,122,1282,0,55,126,1,53,66,85,2,0,24,4,1456081449,121340120.75
"Take My Breath","The Weeknd",1,2021,8,6,6392,0,174,73,344,0,0,121,1,75,53,74,2,0,11,5,432702334,36058527.8333333
"Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug",3,2021,9,3,5481,0,144,30,86,0,0,136,0,80,33,60,0,0,32,14,489945871,40828822.5833333
"Cï¿½ï¿½","Rauw Alejandro",1,2021,6,25,2636,3,36,82,39,0,5,102,0,77,26,63,58,0,11,5,465959382,38829948.5
"Enemy - from the series Arcane League of Legends","Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,8,8,8,2,0,77,1,73,54,74,23,0,41,23,1223481149,101956762.416667
"Dance Monkey","Tones and I",1,2019,5,10,24529,0,533,167,3595,6,0,98,0,82,54,59,69,0,18,10,2864791672,238732639.333333
"Lucid Dreams","Juice WRLD",1,2017,6,15,14749,0,188,34,710,0,5,84,0,44,22,48,38,0,33,24,2288695111,190724592.583333
"Quï¿½ï¿½ Mï¿½ï¿","J Balvin, Maria Becerra",2,2021,1,28,8087,0,92,34,131,0,0,102,1,89,77,82,3,0,17,11,720825549,60068795.75
"All of Me","John Legend",1,2013,8,1,27221,0,308,118,4534,2,77,120,1,42,33,26,92,0,13,3,2086124197,173843683.083333
"Smells Like Teen Spirit - Remastered 2021","Nirvana",1,1991,9,10,49991,9,265,121,12367,4,160,117,1,52,73,91,0,0,11,7,1690192927,140849410.583333
"Arcade","Duncan Laurence",1,2019,3,7,6646,0,107,47,584,1,0,72,0,45,27,33,82,0,14,4,991336132,82611344.3333333
"Fair Trade (with Travis Scott)","Drake, Travis Scott",2,2021,9,3,5403,6,118,116,96,0,3,168,1,67,29,47,5,0,22,26,593917618,49493134.8333333
"Bar","Tini, L-Gante",2,2021,11,11,755,4,22,3,0,0,0,94,1,52,68,69,13,0,33,8,200972675,16747722.9166667
"The Rumbling (TV Size)","SiM",1,2022,1,10,254,0,0,4,23,0,0,145,1,41,65,88,0,0,26,5,71014967,5917913.91666667
"family ties (with Kendrick Lamar)","Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,114,15,63,0,2,134,1,71,14,61,1,0,23,33,560222750,46685229.1666667
"Mr. Brightside","The Killers",1,2003,9,23,51979,15,306,99,5063,2,120,148,1,35,24,93,0,0,10,8,1806617704,150551475.333333
"Blessed-Cursed","ENHYPEN",1,2022,1,10,246,0,2,12,10,0,0,127,0,60,40,89,9,0,60,6,77337771,6444814.25
"AM Remix","J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,93,5,67,1,0,172,0,74,79,66,11,0,8,16,528544703,44045391.9166667
"Streets","Doja Cat",1,2019,11,7,5728,0,85,87,179,0,12,90,1,75,19,46,21,4,34,8,865640097,72136674.75
"Shallow","Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,368,155,2854,6,121,96,1,57,30,40,38,0,26,3,2159346687,179945557.25
"Polaroid Love","ENHYPEN",1,2022,1,10,461,0,10,56,17,0,0,138,0,74,65,67,46,0,36,4,211372494,17614374.5
"Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers",2,2021,4,28,4893,4,143,24,110,0,70,120,1,72,67,72,0,0,13,4,651732901,54311075.0833333
"Permission to Dance","BTS",1,2021,7,9,1801,2,77,134,74,0,2,125,1,70,65,74,1,0,34,4,608334048,50694504
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,209,54,710,0,18,123,1,82,80,86,1,0,30,13,863756573,71979714.4166667
"RAPSTAR","Polo G",1,2021,4,9,4731,0,141,12,78,0,0,81,1,79,44,54,41,0,13,24,797402345,66450195.4166667
"'Till I Collapse","Eminem, Nate Dogg",2,2002,5,26,22923,0,78,46,2515,1,0,171,1,55,10,85,7,0,8,20,1695712020,141309335
"Memories","Maroon 5",1,2019,9,20,9974,2,272,67,1066,1,19,91,1,77,60,32,84,0,8,5,1759567999,146630666.583333
"Se Le Ve","Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,72,0,0,0,0,84,0,56,61,76,10,0,14,11,223319934,18609994.5
"25k jacket (feat. Lil Baby)","Gunna, Lil Baby",2,2022,1,7,620,0,17,3,3,0,0,115,0,90,74,54,16,0,13,28,54937991,4578165.91666667
"When Im Gone (with Katy","Katy Perry, Alesso",2,2021,12,29,3270,0,89,21,65,0,0,125,1,69,70,89,4,0,49,3,226897599,18908133.25
"Esqueï¿½ï¿½a-Me Se For C","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,24,92,93,0,0,122,0,80,62,69,28,0,13,7,258316038,21526336.5
"Miï¿½ï¿½n","Tini, Maria Becerra",2,2021,4,29,3406,16,61,23,70,1,0,92,1,85,92,54,16,0,29,7,596152090,49679340.8333333
"Sï¿½ï¿½","Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,30,26,15,0,0,90,0,63,75,75,17,0,11,8,177129919,14760826.5833333
"MAMIII","Karol G, Becky G",2,2022,2,10,6809,28,151,102,175,5,29,94,0,84,90,70,9,0,14,8,716591492,59715957.6666667
"Still D.R.E.","Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,141,78,6591,1,0,93,1,81,53,78,18,0,6,24,1210599487,100883290.583333
"Stay Alive (Prod. SUGA of BTS)","Jung Kook",1,2022,2,11,590,5,4,113,20,0,1,130,0,51,50,76,30,0,10,7,246376690,20531390.8333333
"Boyfriend","Dove Cameron",1,2022,2,11,3766,0,76,0,102,0,2,180,0,35,23,61,23,0,19,6,496311364,41359280.3333333
"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,46,1,34,0,0,134,1,53,31,31,92,0,28,3,146789379,12232448.25
"The Next Episode","Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,142,40,5451,1,953,95,0,92,31,89,3,0,8,25,843309044,70275753.6666667
"Light Switch","Charlie Puth",1,2022,1,19,4049,0,119,6,85,1,1,184,1,69,91,63,11,0,9,31,500340342,41695028.5
"City of Gods","Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,34,3,30,0,0,147,0,47,50,80,10,0,32,38,107255472,8937956
"Brividi","Mahmood, Blanco",2,2022,2,2,1175,0,34,1,31,0,0,123,1,52,44,60,40,0,26,3,135079152,11256596
"Lost","Frank Ocean",1,2012,1,1,29499,11,124,27,587,0,4,123,0,91,49,61,3,0,17,22,822239726,68519977.1666667
"In Da Club","50 Cent",1,2002,1,1,30427,7,235,106,5221,1,35,90,0,90,79,71,26,0,7,37,1202722675,100226889.583333
"she's all i wanna be","Tate McRae",1,2022,2,4,2711,0,105,12,51,0,12,160,0,61,65,64,1,0,12,4,343197054,28599754.5
"Ginseng Strip 2002","Yung Lean",1,2013,8,16,4310,0,13,0,113,1,3,115,1,60,37,71,8,0,48,4,240769997,20064166.4166667
"All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya",2,2019,8,4,5342,0,33,123,7,0,4,141,1,37,17,67,2,0,34,9,426204830,35517069.1666667
"Notion","The Rare Occasions",1,2016,8,5,2393,0,22,13,65,0,6,160,1,31,30,88,7,0,8,8,421135627,35094635.5833333
"Formula","Labrinth",1,2019,10,4,3444,7,24,85,102,0,1,145,1,57,23,66,4,6,15,4,554875730,46239644.1666667
"Mount Everest","Labrinth",1,2019,6,21,5443,0,45,1,80,0,12,89,0,46,43,43,23,8,8,22,467727006,38977250.5
"Excuses","Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,7,21,2,0,0,95,0,84,49,72,8,0,15,8,327498031,27291502.5833333
"Cigarettes","Juice WRLD",1,2021,12,10,975,0,11,0,10,0,0,160,1,60,47,62,3,0,38,4,185408548,15450712.3333333
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,19,5,12,0,0,174,0,67,74,75,44,0,7,30,245400167,20450013.9166667
"California Love - Original Version (Explicit)","Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,128,17,1663,0,0,92,1,77,76,84,3,0,38,4,579395142,48282928.5
"Forgot About Dre","Eminem, Dr. Dre",2,1999,1,1,19067,0,78,15,1674,0,3,134,1,93,61,74,9,0,17,8,675039469,56253289.0833333
"Down Under (feat. Colin Hay)","Luude, Colin Hay",2,2021,11,19,3541,2,57,13,50,1,7,172,0,31,4,86,1,0,28,17,252871192,21072599.3333333
"Mujeriego","Ryan Castro",1,2021,12,17,1492,0,44,63,91,0,24,80,1,76,92,62,6,0,8,13,231996128,19333010.6666667
"HUMBLE.","Kendrick Lamar",1,2017,3,30,33206,1,284,114,1481,0,5,150,0,91,42,60,0,0,9,12,1929770265,160814188.75
"Stan","Eminem, Dido",2,1999,11,21,17115,0,83,63,4180,0,0,80,0,78,53,74,4,0,45,21,918915401,76576283.4166667
"Contection","GODZZ__-, Zakaria",2,2020,1,16,6955,0,65,45,398,0,1,166,0,81,83,75,14,0,29,34,1180896317,98408026.4166667
"Swim","Chase Atlantic",1,2017,10,4,2742,0,5,1,62,0,0,120,1,67,8,54,27,0,8,4,498960285,41580023.75
"A Tu Merced","Bad Bunny",1,2020,2,29,4214,11,21,20,40,0,0,92,1,86,89,79,17,0,11,6,685071800,57089316.6666667
"Numb Little Bug","Em Beihold",1,2022,1,28,2026,0,47,3,42,12,6,85,0,74,61,52,30,0,26,9,258714692,21559557.6666667
"212","Mainstreet, Chefin",2,2022,1,15,352,0,10,0,39,0,0,154,0,79,86,52,66,0,9,7,143139338,11928278.1666667
"Problemï¿½","Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,42,7,15,0,4,92,0,73,37,74,28,0,14,6,209768491,17480707.5833333
"Bussin","Nicki Minaj, Lil Baby",2,2022,2,11,847,0,25,0,14,0,0,140,1,89,75,70,6,0,13,5,64714573,5392881.08333333
"Worst Day","Future",1,2022,2,11,910,0,20,3,24,0,0,89,1,65,60,60,11,0,10,40,50746620,4228885
"Malvada","Zï¿½ï¿½ Fe",1,2022,1,28,601,0,28,73,64,0,0,135,0,89,89,86,16,0,8,5,154119539,12843294.9166667
"Hrs and Hrs","Muni Long",1,2021,11,19,1800,0,43,36,46,13,4,140,0,51,66,53,60,0,11,18,181328253,15110687.75
"Alien Blues","Vundabar",1,2015,7,24,1930,0,3,0,28,0,1,82,1,47,44,76,8,91,9,3,370068639,30839053.25
"Thinking Out Loud","Ed Sheeran",1,2014,1,1,33032,0,363,129,3895,0,28,79,1,78,58,45,47,0,18,3,2280566092,190047174.333333
"Still Don't Know My Name","Labrinth",1,2019,10,4,6332,0,47,116,266,0,0,88,1,31,31,63,47,27,21,12,563902868,46991905.6666667
"Christmas Tree","V",1,2021,12,24,509,9,8,106,6,0,8,139,1,44,18,38,70,0,12,4,317622165,26468513.75
"Mal Feito - Ao Vivo","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,35,104,93,1,0,124,0,73,68,83,55,0,90,7,291709698,24309141.5
"When I R.I.P.","Labrinth",1,2019,10,4,2578,0,8,67,66,0,0,80,0,39,45,55,73,0,9,21,203680270,16973355.8333333
"Do We Have A Problem?","Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,42,1,26,0,0,120,0,84,54,51,47,0,12,40,81350745,6779228.75
"Forever","Labrinth",1,2019,10,4,3618,0,21,86,138,0,2,80,0,56,19,46,92,72,11,3,282883169,23573597.4166667
"Gospel (with Eminem)","Eminem, Dr. Dre",2,2022,2,4,1040,0,8,0,29,0,0,117,1,92,62,86,11,0,24,24,64787943,5398995.25
"Seï¿½ï¿½o","Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,453,50,1785,1,8,117,0,76,77,52,4,0,8,3,2484812918,207067743.166667
"NEW MAGIC WAND","Tyler, The Creator",2,2019,5,16,4708,0,13,7,55,0,1,140,0,62,46,73,10,0,67,11,461437791,38453149.25
"Adore You","Harry Styles",1,2019,12,6,13454,1,246,71,519,2,5,99,1,68,57,77,2,0,10,5,1439191367,119932613.916667
"La Santa","Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,52,42,100,0,0,93,1,74,59,87,3,0,8,5,759208783,63267398.5833333
"Something In The Way - Remastered 2021","Nirvana",1,1991,9,24,9514,0,45,27,1197,0,43,106,1,44,8,20,74,42,11,3,368646862,30720571.8333333
"Sweetest Pie","Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,69,2,51,11,0,124,1,81,68,63,17,0,10,22,299634472,24969539.3333333
"Bam Bam (feat. Ed Sheeran)","Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,185,40,492,9,35,95,1,76,96,70,18,0,33,4,756907987,63075665.5833333
"Una Noche en Medellï¿½","Cris Mj",1,2022,1,21,5415,32,46,16,53,1,2,96,0,87,82,53,10,0,5,8,682475162,56872930.1666667
"Envolver","Anitta",1,2021,11,11,4673,2,123,113,180,1,4,92,0,81,40,73,15,0,9,8,546191065,45515922.0833333
"Starlight","Dave",1,2022,3,3,1856,3,29,40,31,1,1,124,1,95,36,37,35,0,10,28,229473310,19122775.8333333
"Hati-Hati di Jalan","Tulus",1,2022,3,3,200,2,12,4,0,0,0,72,1,64,76,44,70,9,12,4,202677468,16889789
"I'm Tired - From ""Euphoria"" An Original HBO Series","Labrinth",1,2022,2,4,1888,0,26,1,58,0,0,71,0,28,26,20,19,0,30,3,121913181,10159431.75
"DANï¿½ï¿½A","Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,45,0,99,1,1,135,0,78,55,57,4,0,10,8,208166039,17347169.9166667
"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",1,2004,5,4,2954,2,18,82,0,0,5,95,1,81,56,70,4,0,5,24,527033089,43919424.0833333
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,7,11,13,0,0,71,0,59,70,74,56,0,11,40,94616487,7884707.25
"Jordan","Ryan Castro",1,2021,4,30,2844,2,29,2,35,1,0,180,0,80,71,68,6,0,10,37,394030335,32835861.25
"Nail Tech","Jack Harlow",1,2022,2,18,2939,0,42,0,24,0,0,150,0,65,11,58,0,0,12,9,193443895,16120324.5833333
"Chale","Eden Muï¿½ï",1,2022,2,18,695,11,16,41,13,1,1,189,1,55,86,44,40,0,7,4,299648208,24970684
"DARARI","Treasure",1,2022,2,15,328,0,10,21,7,0,9,85,1,72,55,64,49,0,7,4,182978249,15248187.4166667
"Ya No Somos Ni Seremos","Christian Nodal",1,2022,2,18,866,16,27,84,32,7,11,140,1,59,73,45,44,0,34,3,319757142,26646428.5
"Thinking with My Dick","Kevin Gates, Juicy J",2,2013,7,16,1550,0,0,0,14,0,0,81,1,77,68,70,6,0,17,20,109091573,9090964.41666667
"Freaky Deaky","Tyga, Doja Cat",2,2022,2,25,1729,0,26,1,19,0,0,104,0,80,24,65,2,0,9,4,153240879,12770073.25
"this is what falling in love feels like","JVKE",1,2021,9,3,2005,0,16,5,43,0,7,129,1,42,33,44,62,0,8,6,346127840,28843986.6666667
"La Zona","Bad Bunny",1,2020,2,29,1188,0,13,1,15,0,1,94,0,76,81,80,20,0,25,4,312622938,26051911.5
"Bohemian Rhapsody - Remastered 2011","Queen",1,1975,10,31,40112,3,321,162,5691,8,17,71,0,41,23,40,27,0,30,5,2197010679,183084223.25
"Hope","XXXTENTACION",1,2018,3,16,3659,0,11,10,267,0,7,146,0,59,23,46,66,0,15,6,1200808494,100067374.5
"Levitating","Dua Lipa",1,2020,3,27,9833,0,233,82,531,1,1,103,0,69,90,88,5,0,29,8,797196073,66433006.0833333
"Wake Me Up - Radio Edit","Avicii",1,2013,1,1,50887,34,315,160,6284,1,46,124,1,53,66,78,0,0,16,5,1970673297,164222774.75
