"TARGET_deathRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate"
208.9,66556,35137,11.9,0,"(61494.5, 125635]",35.1,34.3,35.9,"Bryan County, Georgia",2.89,57.8,19.9,38.7,39,2.5,27.6,20.4,57.9,9,70.8,54.6,39.7,26,14.6,78.30533016,15.23030979,2.192995686,0.696811559,59.58395245,4.93857195
203.3,35055,22745,31.1,0,"(34218.1, 37413.8]",36,34.4,37.2,"Burke County, Georgia",2.81,42.9,32,36.3,NA,3.8,39.9,5.6,49.6,8.2,50,NA,34.7,41.9,27.8,47.82892163,49.81092711,0.204285652,1.612552701,42.3475685,5.410413193
162.8,30760,6479,38.5,0,"[22640, 34218.1]",38.2,36.5,41.3,"Calhoun County, Georgia",2.13,33.6,36.1,46.1,17.8,0,38.6,6,37.1,7.7,45.2,34.4,30.9,42.4,25.4,33.94976113,61.2883341,0.585606411,3.25165665,35.62091503,7.258753202
193.3,41574,33115,16.6,0,"(40362.7, 42724.4]",41.7,40.8,42.5,"Lawrence County, Alabama",2.46,54.4,16.1,37.9,NA,6.8,40.6,7.7,47,9.8,66.5,NA,43.8,36.4,18.9,77.3477044,11.45715477,0.11016495,0.059548621,52.38235946,4.830100247
173.3,51793,52102,12,0,"(51046.4, 54545.6]",31.6,29.6,34.6,"Camden County, Georgia",2.68,55.3,12.5,43,NA,5.1,31.4,13.2,52,8.5,71.9,55.8,34.6,26.1,13.2,75.15404801,18.79482943,1.325687628,0.806686753,56.89988196,6.953722334
170.6,34312,12965,29.5,0,"(34218.1, 37413.8]",40.7,40.3,42.2,"Charlton County, Georgia",3.32,45.9,30.9,45.6,NA,1.2,41.8,5.9,43.2,13.8,56.4,43.9,37.7,33.4,16.6,71.83549124,25.3541508,0.159939071,0.898705255,55.44835414,3.861652116
168.8,50154,286956,17.9,477.4251105,"(48021.6, 51046.4]",34.3,32.8,35.8,"Chatham County, Georgia",2.55,41.1,14,28.3,NA,8,25.5,20.3,55.8,9.7,63.8,51.2,40.5,28.6,16.4,53.67825558,39.43786029,2.593003688,1.430412833,40.78656398,5.771170399
220.6,45933,11368,18.8,0,"(45201, 48021.6]",23.3,23,24.5,"Chattahoochee County, Georgia",3.24,46.8,8.4,40,NA,9.1,27,19.3,24,16.5,80.6,NA,17.4,16.1,7.4,69.92613732,15.79654188,3.147557495,2.853785462,67.25663717,11.7201426
203.9,34830,24922,21.1,0,"(34218.1, 37413.8]",40.3,38.2,42.4,"Chattooga County, Georgia",0.0249,46.9,34.7,34.3,NA,4.4,39.7,5.7,44.2,10,49.3,37.2,34.6,43.6,26.5,86.31195278,10.72857652,0.511073254,0.895368646,46.77488253,4.430147059
161.9,31487,123912,37.8,500.3550907,"[22640, 34218.1]",26.5,26.2,26.7,"Clarke County, Georgia",2.55,29.9,4.8,20.3,NA,13.2,21.8,20.2,52.9,9.2,67.1,56.6,45.9,24.7,14.5,64.70700136,26.55804144,4.402630164,2.042926264,31.61961436,3.333416627
175.4,45567,57673,17.5,0,"(45201, 48021.6]",40.7,39.6,41.9,"Blount County, Alabama",2.74,59,19.4,33.3,NA,3,33.4,8.6,48.4,7.7,66.2,49.9,44.7,35.9,19,95.09790331,1.531796916,0.143822561,0.961705077,59.43985396,6.894123171
192,41256,156993,25.2,6.369710751,"(40362.7, 42724.4]",30.3,29.2,31.7,"Lee County, Alabama",2.54,43.6,7.3,17.1,NA,10.9,25.5,19.5,56.3,7.3,74,61.2,50.2,25.2,13.6,69.88780119,23.24449272,3.276549522,1.724046575,44.56280282,4.40533728
159.7,51175,91663,13.6,0,"(51046.4, 54545.6]",39,37.5,40.4,"Limestone County, Alabama",2.64,54.6,24.2,25.9,NA,5.7,32.1,15.2,53.4,7.8,69.5,55.5,49.3,29.9,15.8,81.05399471,12.86639266,1.24542537,2.042677777,57.69099432,5.183501765
211.9,30675,10458,31.4,0,"[22640, 34218.1]",39.5,37.8,41.2,"Lowndes County, Alabama",2.49,34.8,33.9,34.8,29.5,1.8,35.3,10.2,40.9,13.2,54.7,NA,28.9,45.8,25.4,25.49804506,74.05511078,0,0,32.83512377,3.731942215
214.8,28518,19105,32.1,52.34231876,"[22640, 34218.1]",37.5,35.6,38.8,"Macon County, Alabama",2.24,29.7,10.5,19.6,NA,3.5,30.9,10.9,45.3,16.9,59.1,36.8,31,43.3,24.7,16.83484864,81.28184634,0.214806674,0.594464982,28.39305781,2.800074669
164.7,58833,353089,14.2,135.9430625,"(54545.6, 61494.5]",37.8,36.4,39.3,"Madison County, Alabama",2.46,49.8,12.8,30,46.8,10.4,21.3,24.7,59,8.5,74.3,57.4,50,27.3,12.4,68.92979408,24.08425173,2.488757007,0.845461526,48.18933417,5.111191026
190.3,32977,20028,25.6,0,"[22640, 34218.1]",42.2,41,43,"Marengo County, Alabama",2.42,44.4,18.2,31.6,NA,2.2,42,9.7,42.4,11.4,60.1,43,36.3,43.6,23.7,46.69555796,51.42814932,0.142814932,1.211464592,40.65934066,4.656703487
189.8,37707,30168,20.2,0,"(37413.8, 40362.7]",44.1,42.9,44.7,"Marion County, Alabama",2.34,57.6,29.2,29.3,38.3,3.2,34.5,7.4,46.8,9.9,64.9,45.7,39.5,40.2,19.7,93.6189818,3.850330734,0.283015763,0.0691085,54.04278748,4.196551198
192.7,36536,94725,22,105.5687517,"(34218.1, 37413.8]",38.8,37.4,40.2,"Marshall County, Alabama",2.72,52.7,20.4,34,NA,6.5,31.9,10.7,51.9,8.4,59.4,45,39.2,36.4,20.9,92.01318942,1.920100087,0.485591298,3.075764965,53.77251102,6.094222054
205.1,42943,415395,19.6,209.4392085,"(42724.4, 45201]",37,35.7,38.3,"Mobile County, Alabama",2.62,44.8,19.7,32.2,NA,8.1,32.8,14.6,52.6,9.8,62.4,48.6,41.6,35.1,20.6,60.00371755,35.04517792,1.966923435,0.671332115,44.46454977,5.219663305
187,34733,21673,25.3,0,"(34218.1, 37413.8]",41.1,39.3,41.8,"Monroe County, Alabama",2.62,45.8,29.8,42.2,NA,1.8,44.7,8,37.3,20.7,52.4,37.8,32.6,43.4,26.7,55.43052617,42.2289238,0.333078273,0.045010577,45.69355222,6.012145749
176.2,26580,10696,35.1,0,"[22640, 34218.1]",39.3,37.9,40.6,"Bullock County, Alabama",2.73,28.9,8.2,65.5,NA,0,33.3,6.5,44.7,18,48.1,35.9,32.4,44.3,28.9,26.64356621,70.70612474,0.206031092,0,31.79473256,4.138851802
189.8,43054,226519,22.5,26.48784429,"(42724.4, 45201]",35.2,33.5,36.6,"Montgomery County, Alabama",2.47,39.5,19.9,30.8,NA,8.7,26,19.2,55.4,8.8,63.5,47.6,39.7,36.3,20.9,38.92380927,56.08929683,2.263542242,1.012545039,37.81552964,5.64778925
184.9,45082,119565,15,8.36365157,"(42724.4, 45201]",39.5,38,41.4,"Morgan County, Alabama",2.55,51.4,20,34.8,NA,4.8,31,14.4,54.1,9.9,65.8,49.7,43.6,33.4,17,82.68996377,12.28607684,0.601071912,1.516871755,50.54828593,4.808108498
230.7,27403,9652,46.9,0,"[22640, 34218.1]",36.3,35.3,38.5,"Perry County, Alabama",2.7,27.8,11.1,37.1,NA,2.1,38.6,7.2,35.6,11.2,48.9,35.2,28.7,48.4,30.2,30.63359235,68.03148037,0.43833433,0.159394302,30.20289855,4.552845528
178,31933,20864,25,0,"[22640, 34218.1]",42.4,41.5,43.7,"Pickens County, Alabama",2.51,43.8,18.8,34.3,NA,3.3,42.2,6.7,41.7,13.8,58,40.4,34.7,44.5,24.1,56.17949234,42.3650282,0.065471394,0.498589847,43.58974359,6.291165115
183.3,31844,33046,26.4,30.26084851,"[22640, 34218.1]",31.3,30.1,32.8,"Pike County, Alabama",2.44,39.8,3.7,18.5,NA,7.3,33.9,14.3,52.7,10.2,67.3,52.9,45.7,33.9,19,57.87362389,38.19936661,2.135424521,0.021112954,40.93539809,6.44886666
181.2,36939,22696,20.4,0,"(34218.1, 37413.8]",42.8,42,44.4,"Randolph County, Alabama",2.49,53.1,27.4,25.5,NA,6,35.6,9.5,47.6,10.3,59.6,43.5,36.2,40.1,22.5,77.20770046,19.95761215,0.167785235,0.490109502,50.03925967,5.698860228
212.3,35585,59660,20.9,0,"(34218.1, 37413.8]",34.8,33.2,36.2,"Russell County, Alabama",0.0259,44.1,26.7,34.6,NA,3.4,31.4,10.7,50.8,11.1,59.7,43.3,32,35,20.2,53.22630441,41.8699187,0.754691091,0.679221982,40.87046446,6.285355123
154.8,69432,208713,9.6,158.111857,"(61494.5, 125635]",37.9,37.2,38.6,"Shelby County, Alabama",2.66,57.4,13.1,27.8,NA,12.5,21.4,26.9,63.7,5.5,80.5,67.4,58.5,21.5,9.5,81.3079153,11.76239375,2.037537464,3.332678229,58.76956073,4.49704142
216.2,25413,13103,38.1,0,"[22640, 34218.1]",36.7,36,38.7,"Sumter County, Alabama",2.61,29,10.6,16.5,NA,5.5,40.5,9.8,40.3,16.8,46.5,32,26.1,46.6,26.2,24.99812608,72.44584364,1.694025935,0.17240087,29.86500519,1.921422426
197.4,39999,80862,22.5,0,"(37413.8, 40362.7]",40.9,40.1,41.5,"Talladega County, Alabama",2.49,47,21.1,32.7,NA,3.5,36.3,8.2,46.9,13.8,59.9,42,37.4,42.9,23.6,64.66471014,31.95476258,0.451883051,0.75150116,45.51298371,4.578696343
200.5,36779,40844,21.3,24.48340025,"(34218.1, 37413.8]",42.8,42.4,43.3,"Tallapoosa County, Alabama",2.48,50.2,21.7,32.6,43,2.8,34.4,11.3,47.8,9,61.1,43.5,36.8,43.2,23.5,70.29378174,27.71122397,0.036449348,0.826185211,49.64161,5.462418119
212.2,41321,16804,18.5,0,"(40362.7, 42724.4]",40.9,38.9,43.3,"Washington County, Alabama",2.75,52.4,25.5,42.3,NA,1.6,46.1,6.7,41.8,20,59.8,41,36.4,40.2,20.2,65.63511208,24.85144437,0.370653645,0.623639466,56.57916191,6.039551042
221.7,24035,11059,33.7,0,"[22640, 34218.1]",40.2,37.5,42.2,"Wilcox County, Alabama",2.86,33.2,23.5,43,NA,5,41.3,8.1,32.1,20.8,41.2,27.8,24.3,54.8,35,27.35202492,72.02492212,0,0.587449933,34.60837887,4.996127033
203.4,35528,23877,20.1,0,"(34218.1, 37413.8]",43.9,43.3,44.7,"Winston County, Alabama",2.53,52.7,19.9,33.5,NA,2.8,33.7,6.8,45.3,9.6,58.8,42,35.3,43.9,22.8,96.17488603,0.505594695,0.178201409,0.111893908,52.95556028,5.871779509
167.5,75200,298695,10,565.7945396,"(61494.5, 125635]",32.5,31.7,33.4,"Anchorage Municipality, Alaska",2.77,47.7,13.7,34.2,NA,7.4,24.1,20.9,NA,6.7,69.5,NA,45.9,24.5,12.9,64.94465191,5.854426677,8.800529576,1.747200834,48.36130259,5.994293642
191.9,41123,115620,20.5,51.89413596,"(40362.7, 42724.4]",39.1,37.5,40.6,"Calhoun County, Alabama",2.52,48.2,13.9,28.3,NA,4.8,31.8,10.7,50.8,12.3,65,46,39.3,39.7,20.2,75.11058912,20.48470612,0.857280022,0.996159386,47.1918324,4.524919585
216.6,51082,4997,17.5,0,"(51046.4, 54545.6]",29.7,31,28.5,"Dillingham Census Area, Alaska",3.56,40.7,21.6,51.9,NA,2.3,38.1,10.9,51.9,12.5,36.8,29.1,28.6,41.2,30.2,18.7186182,0.341434023,1.446073509,0.482024503,46.47887324,11.80124224
177.2,67801,99631,9.5,270.99999,"(61494.5, 125635]",30.4,29.6,31.3,"Fairbanks North Star Borough, Alaska",2.69,49.7,10.5,30.2,NA,7.7,23.4,19.7,60.2,7.9,75,59.8,43.9,22.2,10.4,76.64911489,4.352840881,2.628754827,0.891630309,50.35411163,7.382577604
126.3,67260,2534,9.8,0,"(61494.5, 125635]",45.5,45.6,45.3,"Haines Borough, Alaska",2.12,55.3,0.5,72.5,25.6,1.4,27.7,24,66.8,3,60.4,47.6,39.4,24.4,9.3,80.546875,0.0390625,3.0078125,0.5078125,47.78911565,5.37428023
166.3,80835,32756,7.9,0,"(61494.5, 125635]",37,36.6,37.4,"Juneau City and Borough, Alaska",2.62,48.7,15.7,42.9,NA,7.9,21.1,24.5,68.4,5.2,75.3,58.8,54.4,21.6,8.7,68.99572715,1.269558268,6.811963973,1.186560512,49.38088162,5.601633278
205,57776,13709,12.4,0,"(54545.6, 61494.5]",38.7,37.9,39.4,"Ketchikan Gateway Borough, Alaska",2.55,48.1,19.7,45.7,30.7,3.8,32.8,15.7,61.2,7.9,64.7,49.9,43.7,28.3,14.4,67.74217096,0.423388569,7.307102708,0.656982261,46.66793241,4.936667749
184.3,73981,101095,10.7,0,"(61494.5, 125635]",34.6,34.3,34.9,"Matanuska-Susitna Borough, Alaska",3.03,52.3,21.5,44.9,NA,2.6,31.6,13.7,56.4,9.8,63.3,50.9,43.2,27.8,15.8,84.02649255,0.997109526,1.441078001,0.71222109,57.49244324,4.854021136
256.9,75682,9687,11.5,103.2311345,"(61494.5, 125635]",33.9,36,28.7,"North Slope Borough, Alaska",3.28,46.7,16.1,52,NA,3.5,36.8,10.4,73.4,9.3,64.1,55.6,54.1,20.2,12.4,32.9678287,0.662046136,5.327402503,1.851660288,38.0733945,10.6333527
208.5,34116,34123,21.3,0,"[22640, 34218.1]",43,41.5,43.9,"Chambers County, Alabama",2.44,43.9,14.2,42.6,NA,3.9,38.4,7.6,49.8,8.9,57.7,42.2,38.6,42.2,24.1,57.66601133,40.31221573,0.762933185,0.035212301,40.55269457,4.40907905
199.3,65192,7752,23.2,0,"(61494.5, 125635]",26.1,26.4,25.8,"Northwest Arctic Borough, Alaska",3.97,37.2,28.2,56.4,NA,1.8,43.6,6.9,49.4,21.9,33.4,27.3,26.8,39.1,31.5,12.27366787,0.323331609,0.763062597,0.581996896,44.92905938,12.39291833
150.1,65765,8863,8.6,0,"(61494.5, 125635]",38.9,38.2,39.6,"Sitka City and Borough, Alaska",2.49,51.2,24,41.1,NA,8.2,22.1,18.7,66.5,3.8,68.1,53.4,43.5,25.4,12.1,64.85519401,1.08464721,5.881695181,1.02873756,48.04147465,3.141875307
184.3,59641,6839,13.8,0,"(54545.6, 61494.5]",35.8,37.7,35.1,"Southeast Fairbanks Census Area, Alaska",3.11,54,19.4,45.6,31.7,3.2,33.2,12.1,NA,9.4,56.1,41.3,34.6,32.5,19.8,79.72684592,1.138141983,1.436904254,1.209275857,56.4478035,7.23729993
119.8,48653,139097,21.3,50.32459363,"(48021.6, 51046.4]",30.8,30.7,31,"Coconino County, Arizona",0.027,41.2,9.7,26.3,NA,7.1,21.3,19.5,58.9,8.8,61.1,47.2,38.6,29.8,17.8,62.81592673,1.563265814,1.658363874,3.577150131,44.86582724,5.030073987
174,46046,37666,20,0,"(45201, 48021.6]",32,32.5,31.7,"Graham County, Arizona",3.02,45.7,20.8,30,47.6,1.6,32.9,8.1,42.4,14.1,55.7,42.9,38.7,41.9,28.4,77.04440345,2.090517818,0.644264442,3.980538402,52.38616662,9.188988095
191.2,38013,25859,18.6,0,"(37413.8, 40362.7]",45.4,44.6,46.2,"Cherokee County, Alabama",2.28,62.1,15.8,38.3,40.3,5.5,36.4,7.9,47.8,7.9,66.3,45.6,39.9,43.3,20.3,92.9214088,4.925407567,0.338357428,0.065364503,57.17325767,4.687789513
161.2,59416,9529,10.3,0,"(54545.6, 61494.5]",33,32.5,34,"Greenlee County, Arizona",2.78,49.6,26.6,30.8,41.2,1.4,37.5,8.2,49.7,10,69.6,54.5,52,29.5,14.7,89.36052311,1.540507592,0.443311537,3.479995567,48.6797142,7.95730228
126.1,32533,20152,22.8,0,"[22640, 34218.1]",54.8,54.8,54.9,"La Paz County, Arizona",2.14,54.1,26.3,40.4,33.3,0,36.6,6.4,37,11.2,50.3,23.7,20.9,62.2,31.3,73.92672732,0.196705188,0.82616179,8.984509466,46.56700481,4.686489981
196.6,37704,204737,20.8,161.182395,"(37413.8, 40362.7]",49.2,48.3,50,"Mohave County, Arizona",2.43,49.5,25.7,40.3,NA,2.8,35.7,7.6,39.5,13.2,50.5,30.1,25,52.9,29.2,89.04564275,1.127054219,1.227859679,2.935159961,48.43873713,4.575797025
146.8,35457,108277,28.5,0,"(34218.1, 37413.8]",35.7,34.5,37,"Navajo County, Arizona",3.08,45,30.7,36.4,NA,0.6,29.5,9,39.7,19.8,40.1,28.3,24.1,52.7,37.8,48.40046073,0.669725793,0.585197295,3.412722003,46.90732222,7.96636424
155.5,45871,1010025,18.7,202.9652731,"(45201, 48021.6]",38,36.5,39.7,"Pima County, Arizona",2.49,44.9,15.3,27.6,NA,7.6,22.8,17.7,52.6,10,61,NA,38.9,38.5,22.9,77.88384406,3.617592538,2.753828852,8.566632984,43.51071966,5.501557741
133.5,49876,406584,17.6,19.67613089,"(48021.6, 51046.4]",37.6,36.9,38.5,"Pinal County, Arizona",2.87,49.9,28.3,36.3,NA,2.2,30.1,11.7,44.3,10.6,61.6,NA,40.7,39.5,22.8,79.37255626,4.606282647,1.718440524,5.529386411,54.21202361,5.719536436
156.6,44145,222255,15.6,112.4834087,"(42724.4, 45201]",51.3,49.9,52.7,"Yavapai County, Arizona",2.3,53.5,20.9,29.5,NA,4.6,25.6,16.1,44.6,10,59.7,37.4,29.1,48,23.3,91.62438193,0.594918424,0.879182948,2.712550232,50.73231503,4.975284763
126.8,39700,204275,22.6,44.0582548,"(37413.8, 40362.7]",33.8,32.3,35.8,"Yuma County, Arizona",2.77,55.7,20.3,32,NA,2.8,25,9.4,46.1,13.1,51.6,37.7,31.3,41.5,26.3,77.14139329,2.11836226,1.297620045,15.68327036,57.69758915,6.284513403
179.1,37715,27824,24.5,35.94019551,"(37413.8, 40362.7]",36.5,35.4,38.6,"Jasper County, South Carolina",2.85,44.2,25.6,40.1,NA,1.9,36.9,10.3,55.1,11.9,49.6,NA,30.3,40.8,26.5,48.99996233,43.96399111,0.625258955,4.836340352,45.9153381,6.543128895
219.4,45411,63603,17.4,157.2252881,"(45201, 48021.6]",41.3,39.1,42.9,"Kershaw County, South Carolina",2.58,50.1,17.9,37.9,NA,5.2,34.8,13,53.2,10.5,64.3,NA,41.2,34.6,18.8,70.94958707,24.87484455,0.49105577,1.315327955,49.1981483,6.021818182
167.3,44854,85842,19.7,139.7917104,"(42724.4, 45201]",41.6,39.4,43.3,"Lancaster County, South Carolina",2.7,47.1,22.1,37.8,NA,4.6,34,14.5,50.9,9.9,61.1,NA,40.6,37.4,20.2,73.83434035,22.79635258,0.754340844,0.822022323,48.64432727,4.939375314
202.6,38268,66623,21.1,15.00983144,"(37413.8, 40362.7]",40.9,39.6,42.1,"Laurens County, South Carolina",2.54,46.5,23,30.6,NA,3.1,35.4,9.6,51.4,10.7,58.9,NA,40.1,38.6,22,70.33394086,25.37468557,0.287698263,1.989787465,46.5063593,3.899127061
247.3,31510,17896,27.8,3911.488601,"[22640, 34218.1]",40.1,35.6,44.1,"Lee County, South Carolina",2.63,34.5,24.2,43.6,NA,3.8,39.8,8,41.4,14.9,53.4,38.1,33.5,46.8,26.2,32.93429392,64.81772385,0.043334597,0.157087915,38.43382929,6.288258208
166.8,54098,281833,13.8,39.03020583,"(51046.4, 54545.6]",38.5,37.3,39.6,"Lexington County, South Carolina",2.54,52,14.9,35.9,NA,8.3,28,18.7,61.1,7.5,70.4,56.2,50,29.3,15.3,79.93850491,14.51561661,1.570607976,1.432207506,51.01043728,5.524669383
193.6,32283,31747,30.1,0,"[22640, 34218.1]",39.5,38.1,41.8,"Marion County, South Carolina",2.67,39.7,20.5,45,29.8,4.7,39.1,10.7,46.9,13.9,47.1,36,31.2,46.2,31.1,40.6969876,55.94864302,0.662169304,0.817608108,39.11189162,8.279819647
185.1,42000,38012,19.4,0,"(40362.7, 42724.4]",40.9,39.5,42.5,"Newberry County, South Carolina",2.55,45.6,18.6,32.1,43,6.4,34.9,10.7,51.9,10.2,63.4,47.5,42.1,39.3,21.5,61.70867604,30.00530645,0.644733351,5.444414964,46.41282285,5.557586837
172.9,39548,75713,17.5,673.5963441,"(37413.8, 40362.7]",44.3,42.6,45.8,"Oconee County, South Carolina",2.43,53.8,15.8,35.5,NA,5.6,31.8,13.7,47,10.4,63.5,NA,37.9,39.9,18.7,88.21465263,7.498432267,0.645772459,1.523702785,52.09451499,6.598098195
194.1,31382,89208,30.8,44.83902789,"[22640, 34218.1]",38.7,36.5,40.7,"Orangeburg County, South Carolina",2.63,38.1,18.1,30.7,NA,5.7,34.8,11.7,46.7,12.8,52,NA,30.6,43,26,34.31962462,61.89345846,1.024565277,0.939552857,38.66507034,6.172501823
165.3,41375,121691,19.5,295.8312447,"(40362.7, 42724.4]",35.4,33.5,37.9,"Pickens County, South Carolina",2.53,46.9,8.3,17.8,66.8,7.1,32,13.1,51.3,9.2,67.6,54.8,47.6,31.1,17.4,88.66671107,6.672271986,1.665778695,0.965668809,50.25982171,4.192927752
160.1,42286,20053,20.6,0,"(40362.7, 42724.4]",41.2,38.5,43.6,"Saluda County, South Carolina",2.78,47.5,25.3,39.4,30.8,4.4,39.2,8.8,50.6,9,54.7,39.5,33.6,38.6,22.1,62.335,26.23,0,10.11,49.82292109,3.467781604
181.6,44050,297302,17.7,531.4461389,"(42724.4, 45201]",38.2,36.9,39.3,"Spartanburg County, South Carolina",2.58,49.2,14.5,32.8,NA,8.6,29.8,14.6,55.8,8.9,62.6,49.1,43.7,34.3,19.9,72.99306414,20.80414778,2.230119489,1.95886554,48.6859826,5.772383445
185.2,37906,107480,23.2,55.82433941,"(37413.8, 40362.7]",35.8,33.6,38,"Sumter County, South Carolina",0.026,45,15.6,30.8,NA,5.3,29.2,11.8,NA,12.4,59,NA,30.9,39.9,23.1,48.89818793,46.32342708,1.294339238,0.97701736,44.40363807,6.42352298
207.1,37501,27777,19.6,288.0080642,"(37413.8, 40362.7]",43.5,42.5,44.6,"Union County, South Carolina",2.37,45.4,20.7,30,NA,5.7,37.8,7.6,48.8,12.3,58.3,41.6,38.1,43.3,24.2,66.45688889,31.30666667,0,0.135111111,42.01097206,5.461302311
185.8,54196,251195,14.6,47.77165151,"(51046.4, 54545.6]",37.9,37.2,38.7,"York County, South Carolina",2.61,53.6,13.6,28.4,49.2,8.8,27.8,20,60.3,8.9,71,58.9,53.1,27.6,15.2,75.17619421,18.92983888,1.704043719,1.238774388,53.35134297,5.197966517
158.3,50896,2733,10.8,0,"(48021.6, 51046.4]",41.8,39.4,44,"Aurora County, South Dakota",2.24,61.6,23,33.5,NA,17.3,37.1,12,63.7,1.9,77.9,NA,40.7,29.7,10.6,93.40417735,0.403078051,0.219860755,1.72224258,55.1426102,10.62992126
161.7,49583,18372,15.1,0,"(48021.6, 51046.4]",39,36.7,41,"Beadle County, South Dakota",2.31,55.7,34.7,32.7,27.9,4.8,33.3,15.6,66,2.9,69.8,NA,43.6,34.6,18.2,87.89630119,0.253192426,7.7553941,1.854909731,50.25776603,6.529752501
170,34326,3423,34.8,0,"(34218.1, 37413.8]",29.4,29,30,"Bennett County, South Dakota",3.24,41,58.2,17.2,NA,0.6,28.8,14.4,48.7,14.7,36.6,27.9,19.7,48.8,36.4,31.29726585,0.959860384,0,0,41.80952381,5.882352941
145,47987,6985,15.2,0,"(45201, 48021.6]",42.9,40.6,48.3,"Bon Homme County, South Dakota",2.23,50,17.8,50,NA,6.9,37.5,13.7,48,0.9,80.7,52.9,36.7,35.4,12.2,90.43205476,0.9981463,0.456295451,0.855553971,55.04032258,11.87558907
162.6,52930,33897,14.1,0,"(51046.4, 54545.6]",26.4,26.3,26.6,"Brookings County, South Dakota",2.38,42.2,1.7,17.3,71.8,9.3,26.1,27.4,69.5,3.1,81.2,NA,56.1,20.1,9.7,92.73739636,1.295164316,2.868728439,0.602190885,45.44421907,4.882440161
154.6,53150,38785,11.8,335.1811267,"(51046.4, 54545.6]",38.1,36.7,39.1,"Brown County, South Dakota",2.29,54,14.6,25.3,NA,8.3,33.3,20.8,68.9,2.5,77.2,61.5,51.9,27.7,13.3,92.00735681,1.505517604,1.860220704,0.084077772,49.43735934,4.909236214
174.9,47224,5281,14.8,0,"(45201, 48021.6]",40.8,38.9,41.9,"Brule County, South Dakota",2.47,58.1,26.9,28.7,NA,4,30.4,16.2,62.2,2.6,71.6,55.8,37.9,30.6,14.5,86.15384615,0,0,0.075046904,56.55539429,7.258064516
194.3,41446,10283,15.8,0,"(40362.7, 42724.4]",39.9,39.4,40.2,"Butte County, South Dakota",2.49,55.4,25.7,55.3,NA,2.4,35.1,15,62.8,3,62.1,43.3,32.4,36,17.5,94.61717839,0.068013991,0.097162845,0.563544501,52.14513361,2.718894009
181.9,41395,9383,24,0,"(40362.7, 42724.4]",37.3,35.7,38.8,"Charles Mix County, South Dakota",2.78,47.5,23.7,38.9,31.4,6,37.9,13.2,56.8,5.1,56.8,NA,27.5,36.8,20.6,63.91384349,0.043294729,0.184002598,0.422123606,48.94355093,6.866002215
138.4,48024,3659,13.8,0,"(48021.6, 51046.4]",44,42.4,47.2,"Clark County, South Dakota",2.21,55.6,31.6,30.5,NA,0.7,37.3,15.7,NA,2.8,74.9,57.5,35.6,32.1,14.4,94.89655172,0.965517241,0.8,0.8,53.49462366,6.386292835
170.9,43453,13964,24.9,572.9017474,"(42724.4, 45201]",25.2,25.6,24.8,"Clay County, South Dakota",2.21,36.6,3.5,22,NA,11.9,27.8,23.4,63.1,6.8,74.5,NA,49,24.5,13,90.06494897,1.484547855,2.069802298,1.077724645,39.62511715,2.566452796
195.9,31420,4197,38.6,238.2654277,"[22640, 34218.1]",29.8,29.7,30.1,"Corson County, South Dakota",3.37,39.9,50.1,30.3,NA,2.8,34.4,12.7,43.2,29.4,32,24.7,16.8,51.4,41.4,30.99542058,0.28922632,0.28922632,0.361532899,43.69406021,9.343715239
158.7,51244,8446,10.7,0,"(51046.4, 54545.6]",52.8,51.2,53.6,"Custer County, South Dakota",2.12,63.6,34,28.3,NA,8.2,30.9,19.2,53.6,5.2,72.2,NA,39.4,37.9,14,93.41196092,0.274005242,0.34548487,0.452704313,59.13806864,4.363636364
151.2,48675,19858,12.3,0,"(48021.6, 51046.4]",38.4,34.8,41.6,"Davison County, South Dakota",2.2,54.2,13.7,28.2,NA,10.7,26.9,19.8,66.1,3.3,79.2,61,51.4,27.5,11.1,94.03143478,0.480113206,0.146560873,0.515489968,48.07692308,5.713596914
150.3,43305,5539,16.3,0,"(42724.4, 45201]",48,46.4,48.9,"Day County, South Dakota",2.15,56.2,16.8,51.3,NA,9.9,38.8,12.7,59.1,3.9,65.4,45.6,29.9,40.7,20.4,88.19864721,0,0.462798149,0.053399786,48.91433083,8.546059933
113.9,51246,4333,10.1,0,"(51046.4, 54545.6]",44.6,43.5,45.8,"Deuel County, South Dakota",2.25,64.9,29.8,38.4,NA,11.3,40.8,16.3,66.6,3.1,78.4,60.9,43.8,29.6,13.8,99.00944483,0.691085003,0,0,57.21052632,6.575682382
166.5,49251,2977,11.6,0,"(48021.6, 51046.4]",48,46.5,49.3,"Douglas County, South Dakota",2.22,66,13.8,20.7,56.9,8.5,41.1,14,65.3,0.4,71.7,NA,32,29.5,11.1,95.62731248,0,0.033636058,0,60.49382716,7.246376812
