"TARGET_deathRate","Geography","incidenceRate","popEst2015","BirthRate","medIncome","povertyPercent","studyPerCap","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctEmployed16_Over","PctUnemployed16_Over","PctWhite","PctBlack","PctAsian","PctOtherRace"
190.6,"Dodge County, Georgia",448.2,20882,5.125899281,32293,25.9,0,40.2,37.4,42.9,2.35,44.9,45.9,9.8,66.53918791,28.47497639,0.571293673,1.869688385
124.3,"Dooly County, Georgia",337.1,14035,1.972242513,31103,30.4,0,41.4,38.9,43.2,2.52,40.3,41.8,11.7,44.12649549,50.17840901,0.195900091,4.442734206
194.2,"Dougherty County, Georgia",501.8,91332,6.218730618,32150,31.7,306.5738186,34.2,32.6,35.7,2.52,33.6,47,18,28.88114886,67.73872039,0.714821563,0.905583539
175.3,"Douglas County, Georgia",462.3,140733,6.214984071,54581,14.2,28.42261588,35.9,34.5,36.9,2.87,47.7,59.6,10.5,51.1661295,41.63712277,1.722824495,3.006152945
201.7,"Effingham County, Georgia",492,57106,5.321944809,61195,11,35.02258957,36.1,34.9,37.2,2.95,55.1,61.1,6,82.76404906,13.54933187,0.970162914,0.571114772
176.8,"Elbert County, Georgia",454.2,19364,7.219802888,35351,21.4,0,41.3,39.9,42.9,2.49,48.1,46,10.8,66.81680913,30.32707171,0.332702053,2.206070533
205,"Emanuel County, Georgia",438.2,22708,8.514774495,30119,32.7,0,36.9,35.1,38.8,2.68,41.7,47,13.2,61.08838151,34.09000924,0.347543003,2.789142581
194.4,"Evans County, Georgia",444.5,10787,7.363601679,33293,26.6,0,35.3,35.5,35.1,0.026,47.6,48.6,10.3,58.39652303,30.16460144,0.841501757,10.15350472
182.8,"Fannin County, Georgia",448.7,24303,4.835115865,37813,19.6,205.7359174,50.2,49.6,50.5,2.48,55,43.3,12,96.84525314,0.269564485,0.509645354,0.021059725
140.8,"Fayette County, Georgia",455.4,110714,3.49249879,79069,6.9,72.25825099,43.3,42,44.2,2.8,60,57.8,7.6,70.97786572,20.82923013,4.009019373,1.227739174
165.7,"Walton County, Florida",409.2,63508,6.476142726,46867,15.8,0,43.6,42.4,45.1,2.45,51.6,52.2,7.9,86.92823642,5.17423975,1.267503824,2.961991696
202.2,"Lamar County, Alabama",491.6,13886,7.489134069,34553,20.6,0,43.7,42.7,44.3,2.27,61.6,47,10.2,87.38413642,11.07337437,0.021226916,0.629731833
209.1,"Washington County, Florida",356.3,24687,5.908289242,36482,20,0,40.9,39.5,43.1,2.66,46.6,41,11.5,79.6581266,15.17316984,0.138048642,0.665881684
174,"Appling County, Georgia",388.5,18454,6.281957633,36642,24.9,0,38.6,37.6,39.8,2.63,50.1,49.5,7.9,76.67372536,18.89015583,0.83618396,1.992724114
213.5,"Atkinson County, Georgia",403.2,8398,5.448065173,31740,26.5,0,34.9,34.8,34.9,2.98,49.8,54.9,7.3,66.8073306,17.2293224,0,13.41933928
192,"Bacon County, Georgia",378.7,11299,3.53909465,34201,25.9,0,37.1,35.6,37.9,2.71,53.5,52.3,4.4,77.93619676,14.95277134,1.220816254,4.330778827
127.6,"Baker County, Georgia",488.4,3180,5.354752343,43115,27.3,0,42.6,40.7,44.1,2.55,47.7,47.1,7.1,50.5164034,47.66099635,0.577156744,0.820170109
186.1,"Baldwin County, Georgia",445.9,45459,3.145390664,37008,29.5,0,34.1,34.6,33.6,2.62,34.6,43.4,8.4,54.58674528,41.48487826,1.528551152,1.05251665
138.7,"Banks County, Georgia",433,18495,4.162724693,46018,16.9,0,40.4,40.3,40.5,2.8,57.1,53.8,8.5,93.41732112,2.683246073,1.27617801,0.687172775
218.3,"Ben Hill County, Georgia",471.1,17403,7.459677419,31081,28.5,0,38.6,38.1,39.1,2.68,42.6,44.8,9.7,61.0459461,35.75556446,0,1.356067975
194.4,"Lauderdale County, Alabama",449.5,92596,5.10978957,41324,18.7,21.59920515,41.1,39.4,42.7,2.35,52.4,NA,7.1,86.92646948,9.962582357,0.724629867,0.219976924
180.7,"Berrien County, Georgia",426.9,18963,5.015887426,35078,26.7,0,39,37.1,41.4,2.71,51.1,43,13.8,84.13691572,11.43067459,0.741363899,1.077869499
199.3,"Bibb County, Georgia",480.8,153721,5.466863951,36014,28.2,377.3069392,35.6,34.1,37.5,2.59,37.7,50.2,12.4,42.94775734,53.09076581,1.719460521,0.480570484
210.8,"Brantley County, Georgia",411.4,18455,4.942780618,36865,21.7,0,39,37.7,39.6,2.79,53,47.5,10.9,94.51549967,3.186646434,1.110990679,0.075872534
208.9,"Bryan County, Georgia",490.5,35137,4.93857195,66556,11.9,0,35.1,34.3,35.9,2.89,57.8,57.9,9,78.30533016,15.23030979,2.192995686,0.696811559
203.3,"Burke County, Georgia",470.4,22745,5.410413193,35055,31.1,0,36,34.4,37.2,2.81,42.9,49.6,8.2,47.82892163,49.81092711,0.204285652,1.612552701
162.8,"Calhoun County, Georgia",488.6,6479,7.258753202,30760,38.5,0,38.2,36.5,41.3,2.13,33.6,37.1,7.7,33.94976113,61.2883341,0.585606411,3.25165665
193.3,"Lawrence County, Alabama",487.4,33115,4.830100247,41574,16.6,0,41.7,40.8,42.5,2.46,54.4,47,9.8,77.3477044,11.45715477,0.11016495,0.059548621
173.3,"Camden County, Georgia",440.7,52102,6.953722334,51793,12,0,31.6,29.6,34.6,2.68,55.3,52,8.5,75.15404801,18.79482943,1.325687628,0.806686753
170.6,"Charlton County, Georgia",331.3,12965,3.861652116,34312,29.5,0,40.7,40.3,42.2,3.32,45.9,43.2,13.8,71.83549124,25.3541508,0.159939071,0.898705255
168.8,"Chatham County, Georgia",455.8,286956,5.771170399,50154,17.9,477.4251105,34.3,32.8,35.8,2.55,41.1,55.8,9.7,53.67825558,39.43786029,2.593003688,1.430412833
220.6,"Chattahoochee County, Georgia",510.8,11368,11.7201426,45933,18.8,0,23.3,23,24.5,3.24,46.8,24,16.5,69.92613732,15.79654188,3.147557495,2.853785462
203.9,"Chattooga County, Georgia",471.1,24922,4.430147059,34830,21.1,0,40.3,38.2,42.4,0.0249,46.9,44.2,10,86.31195278,10.72857652,0.511073254,0.895368646
161.9,"Clarke County, Georgia",461.8,123912,3.333416627,31487,37.8,500.3550907,26.5,26.2,26.7,2.55,29.9,52.9,9.2,64.70700136,26.55804144,4.402630164,2.042926264
175.4,"Blount County, Alabama",429.9,57673,6.894123171,45567,17.5,0,40.7,39.6,41.9,2.74,59,48.4,7.7,95.09790331,1.531796916,0.143822561,0.961705077
192,"Lee County, Alabama",406.9,156993,4.40533728,41256,25.2,6.369710751,30.3,29.2,31.7,2.54,43.6,56.3,7.3,69.88780119,23.24449272,3.276549522,1.724046575
159.7,"Limestone County, Alabama",456.5,91663,5.183501765,51175,13.6,0,39,37.5,40.4,2.64,54.6,53.4,7.8,81.05399471,12.86639266,1.24542537,2.042677777
211.9,"Lowndes County, Alabama",507.2,10458,3.731942215,30675,31.4,0,39.5,37.8,41.2,2.49,34.8,40.9,13.2,25.49804506,74.05511078,0,0
214.8,"Macon County, Alabama",442.6,19105,2.800074669,28518,32.1,52.34231876,37.5,35.6,38.8,2.24,29.7,45.3,16.9,16.83484864,81.28184634,0.214806674,0.594464982
164.7,"Madison County, Alabama",437.1,353089,5.111191026,58833,14.2,135.9430625,37.8,36.4,39.3,2.46,49.8,59,8.5,68.92979408,24.08425173,2.488757007,0.845461526
190.3,"Marengo County, Alabama",458.4,20028,4.656703487,32977,25.6,0,42.2,41,43,2.42,44.4,42.4,11.4,46.69555796,51.42814932,0.142814932,1.211464592
189.8,"Marion County, Alabama",460,30168,4.196551198,37707,20.2,0,44.1,42.9,44.7,2.34,57.6,46.8,9.9,93.6189818,3.850330734,0.283015763,0.0691085
192.7,"Marshall County, Alabama",437.9,94725,6.094222054,36536,22,105.5687517,38.8,37.4,40.2,2.72,52.7,51.9,8.4,92.01318942,1.920100087,0.485591298,3.075764965
205.1,"Mobile County, Alabama",475.8,415395,5.219663305,42943,19.6,209.4392085,37,35.7,38.3,2.62,44.8,52.6,9.8,60.00371755,35.04517792,1.966923435,0.671332115
187,"Monroe County, Alabama",444.1,21673,6.012145749,34733,25.3,0,41.1,39.3,41.8,2.62,45.8,37.3,20.7,55.43052617,42.2289238,0.333078273,0.045010577
176.2,"Bullock County, Alabama",488.8,10696,4.138851802,26580,35.1,0,39.3,37.9,40.6,2.73,28.9,44.7,18,26.64356621,70.70612474,0.206031092,0
189.8,"Montgomery County, Alabama",438.8,226519,5.64778925,43054,22.5,26.48784429,35.2,33.5,36.6,2.47,39.5,55.4,8.8,38.92380927,56.08929683,2.263542242,1.012545039
184.9,"Morgan County, Alabama",472.8,119565,4.808108498,45082,15,8.36365157,39.5,38,41.4,2.55,51.4,54.1,9.9,82.68996377,12.28607684,0.601071912,1.516871755
230.7,"Perry County, Alabama",555.6,9652,4.552845528,27403,46.9,0,36.3,35.3,38.5,2.7,27.8,35.6,11.2,30.63359235,68.03148037,0.43833433,0.159394302
178,"Pickens County, Alabama",424.5,20864,6.291165115,31933,25,0,42.4,41.5,43.7,2.51,43.8,41.7,13.8,56.17949234,42.3650282,0.065471394,0.498589847
183.3,"Pike County, Alabama",455.1,33046,6.44886666,31844,26.4,30.26084851,31.3,30.1,32.8,2.44,39.8,52.7,10.2,57.87362389,38.19936661,2.135424521,0.021112954
181.2,"Randolph County, Alabama",465.9,22696,5.698860228,36939,20.4,0,42.8,42,44.4,2.49,53.1,47.6,10.3,77.20770046,19.95761215,0.167785235,0.490109502
212.3,"Russell County, Alabama",494.1,59660,6.285355123,35585,20.9,0,34.8,33.2,36.2,0.0259,44.1,50.8,11.1,53.22630441,41.8699187,0.754691091,0.679221982
154.8,"Shelby County, Alabama",452.9,208713,4.49704142,69432,9.6,158.111857,37.9,37.2,38.6,2.66,57.4,63.7,5.5,81.3079153,11.76239375,2.037537464,3.332678229
216.2,"Sumter County, Alabama",433.9,13103,1.921422426,25413,38.1,0,36.7,36,38.7,2.61,29,40.3,16.8,24.99812608,72.44584364,1.694025935,0.17240087
197.4,"Talladega County, Alabama",465.9,80862,4.578696343,39999,22.5,0,40.9,40.1,41.5,2.49,47,46.9,13.8,64.66471014,31.95476258,0.451883051,0.75150116
200.5,"Tallapoosa County, Alabama",454.4,40844,5.462418119,36779,21.3,24.48340025,42.8,42.4,43.3,2.48,50.2,47.8,9,70.29378174,27.71122397,0.036449348,0.826185211
212.2,"Washington County, Alabama",459.4,16804,6.039551042,41321,18.5,0,40.9,38.9,43.3,2.75,52.4,41.8,20,65.63511208,24.85144437,0.370653645,0.623639466
221.7,"Wilcox County, Alabama",500.5,11059,4.996127033,24035,33.7,0,40.2,37.5,42.2,2.86,33.2,32.1,20.8,27.35202492,72.02492212,0,0.587449933
203.4,"Winston County, Alabama",454.6,23877,5.871779509,35528,20.1,0,43.9,43.3,44.7,2.53,52.7,45.3,9.6,96.17488603,0.505594695,0.178201409,0.111893908
167.5,"Anchorage Municipality, Alaska",453.3,298695,5.994293642,75200,10,565.7945396,32.5,31.7,33.4,2.77,47.7,NA,6.7,64.94465191,5.854426677,8.800529576,1.747200834
191.9,"Calhoun County, Alabama",475.9,115620,4.524919585,41123,20.5,51.89413596,39.1,37.5,40.6,2.52,48.2,50.8,12.3,75.11058912,20.48470612,0.857280022,0.996159386
216.6,"Dillingham Census Area, Alaska",409.2,4997,11.80124224,51082,17.5,0,29.7,31,28.5,3.56,40.7,51.9,12.5,18.7186182,0.341434023,1.446073509,0.482024503
177.2,"Fairbanks North Star Borough, Alaska",424.4,99631,7.382577604,67801,9.5,270.99999,30.4,29.6,31.3,2.69,49.7,60.2,7.9,76.64911489,4.352840881,2.628754827,0.891630309
126.3,"Haines Borough, Alaska",413.3,2534,5.37428023,67260,9.8,0,45.5,45.6,45.3,2.12,55.3,66.8,3,80.546875,0.0390625,3.0078125,0.5078125
166.3,"Juneau City and Borough, Alaska",390.1,32756,5.601633278,80835,7.9,0,37,36.6,37.4,2.62,48.7,68.4,5.2,68.99572715,1.269558268,6.811963973,1.186560512
205,"Ketchikan Gateway Borough, Alaska",477.3,13709,4.936667749,57776,12.4,0,38.7,37.9,39.4,2.55,48.1,61.2,7.9,67.74217096,0.423388569,7.307102708,0.656982261
184.3,"Matanuska-Susitna Borough, Alaska",469.3,101095,4.854021136,73981,10.7,0,34.6,34.3,34.9,3.03,52.3,56.4,9.8,84.02649255,0.997109526,1.441078001,0.71222109
256.9,"North Slope Borough, Alaska",501.1,9687,10.6333527,75682,11.5,103.2311345,33.9,36,28.7,3.28,46.7,73.4,9.3,32.9678287,0.662046136,5.327402503,1.851660288
208.5,"Chambers County, Alabama",510.7,34123,4.40907905,34116,21.3,0,43,41.5,43.9,2.44,43.9,49.8,8.9,57.66601133,40.31221573,0.762933185,0.035212301
199.3,"Northwest Arctic Borough, Alaska",373.5,7752,12.39291833,65192,23.2,0,26.1,26.4,25.8,3.97,37.2,49.4,21.9,12.27366787,0.323331609,0.763062597,0.581996896
150.1,"Sitka City and Borough, Alaska",298.1,8863,3.141875307,65765,8.6,0,38.9,38.2,39.6,2.49,51.2,66.5,3.8,64.85519401,1.08464721,5.881695181,1.02873756
184.3,"Southeast Fairbanks Census Area, Alaska",372.9,6839,7.23729993,59641,13.8,0,35.8,37.7,35.1,3.11,54,NA,9.4,79.72684592,1.138141983,1.436904254,1.209275857
119.8,"Coconino County, Arizona",348.4,139097,5.030073987,48653,21.3,50.32459363,30.8,30.7,31,0.027,41.2,58.9,8.8,62.81592673,1.563265814,1.658363874,3.577150131
174,"Graham County, Arizona",395.7,37666,9.188988095,46046,20,0,32,32.5,31.7,3.02,45.7,42.4,14.1,77.04440345,2.090517818,0.644264442,3.980538402
191.2,"Cherokee County, Alabama",432.6,25859,4.687789513,38013,18.6,0,45.4,44.6,46.2,2.28,62.1,47.8,7.9,92.9214088,4.925407567,0.338357428,0.065364503
161.2,"Greenlee County, Arizona",364.5,9529,7.95730228,59416,10.3,0,33,32.5,34,2.78,49.6,49.7,10,89.36052311,1.540507592,0.443311537,3.479995567
126.1,"La Paz County, Arizona",332,20152,4.686489981,32533,22.8,0,54.8,54.8,54.9,2.14,54.1,37,11.2,73.92672732,0.196705188,0.82616179,8.984509466
196.6,"Mohave County, Arizona",444.9,204737,4.575797025,37704,20.8,161.182395,49.2,48.3,50,2.43,49.5,39.5,13.2,89.04564275,1.127054219,1.227859679,2.935159961
146.8,"Navajo County, Arizona",325.3,108277,7.96636424,35457,28.5,0,35.7,34.5,37,3.08,45,39.7,19.8,48.40046073,0.669725793,0.585197295,3.412722003
155.5,"Pima County, Arizona",379.1,1010025,5.501557741,45871,18.7,202.9652731,38,36.5,39.7,2.49,44.9,52.6,10,77.88384406,3.617592538,2.753828852,8.566632984
133.5,"Pinal County, Arizona",330.9,406584,5.719536436,49876,17.6,19.67613089,37.6,36.9,38.5,2.87,49.9,44.3,10.6,79.37255626,4.606282647,1.718440524,5.529386411
156.6,"Yavapai County, Arizona",389.4,222255,4.975284763,44145,15.6,112.4834087,51.3,49.9,52.7,2.3,53.5,44.6,10,91.62438193,0.594918424,0.879182948,2.712550232
126.8,"Yuma County, Arizona",343,204275,6.284513403,39700,22.6,44.0582548,33.8,32.3,35.8,2.77,55.7,46.1,13.1,77.14139329,2.11836226,1.297620045,15.68327036
179.1,"Jasper County, South Carolina",408.6,27824,6.543128895,37715,24.5,35.94019551,36.5,35.4,38.6,2.85,44.2,55.1,11.9,48.99996233,43.96399111,0.625258955,4.836340352
219.4,"Kershaw County, South Carolina",474,63603,6.021818182,45411,17.4,157.2252881,41.3,39.1,42.9,2.58,50.1,53.2,10.5,70.94958707,24.87484455,0.49105577,1.315327955
167.3,"Lancaster County, South Carolina",425.8,85842,4.939375314,44854,19.7,139.7917104,41.6,39.4,43.3,2.7,47.1,50.9,9.9,73.83434035,22.79635258,0.754340844,0.822022323
202.6,"Laurens County, South Carolina",482.9,66623,3.899127061,38268,21.1,15.00983144,40.9,39.6,42.1,2.54,46.5,51.4,10.7,70.33394086,25.37468557,0.287698263,1.989787465
247.3,"Lee County, South Carolina",497.9,17896,6.288258208,31510,27.8,3911.488601,40.1,35.6,44.1,2.63,34.5,41.4,14.9,32.93429392,64.81772385,0.043334597,0.157087915
166.8,"Lexington County, South Carolina",427.2,281833,5.524669383,54098,13.8,39.03020583,38.5,37.3,39.6,2.54,52,61.1,7.5,79.93850491,14.51561661,1.570607976,1.432207506
193.6,"Marion County, South Carolina",445.3,31747,8.279819647,32283,30.1,0,39.5,38.1,41.8,2.67,39.7,46.9,13.9,40.6969876,55.94864302,0.662169304,0.817608108
185.1,"Newberry County, South Carolina",426.3,38012,5.557586837,42000,19.4,0,40.9,39.5,42.5,2.55,45.6,51.9,10.2,61.70867604,30.00530645,0.644733351,5.444414964
172.9,"Oconee County, South Carolina",476.6,75713,6.598098195,39548,17.5,673.5963441,44.3,42.6,45.8,2.43,53.8,47,10.4,88.21465263,7.498432267,0.645772459,1.523702785
194.1,"Orangeburg County, South Carolina",461.3,89208,6.172501823,31382,30.8,44.83902789,38.7,36.5,40.7,2.63,38.1,46.7,12.8,34.31962462,61.89345846,1.024565277,0.939552857
165.3,"Pickens County, South Carolina",470.4,121691,4.192927752,41375,19.5,295.8312447,35.4,33.5,37.9,2.53,46.9,51.3,9.2,88.66671107,6.672271986,1.665778695,0.965668809
160.1,"Saluda County, South Carolina",383,20053,3.467781604,42286,20.6,0,41.2,38.5,43.6,2.78,47.5,50.6,9,62.335,26.23,0,10.11
181.6,"Spartanburg County, South Carolina",458.5,297302,5.772383445,44050,17.7,531.4461389,38.2,36.9,39.3,2.58,49.2,55.8,8.9,72.99306414,20.80414778,2.230119489,1.95886554
185.2,"Sumter County, South Carolina",474.9,107480,6.42352298,37906,23.2,55.82433941,35.8,33.6,38,0.026,45,NA,12.4,48.89818793,46.32342708,1.294339238,0.97701736
207.1,"Union County, South Carolina",466.2,27777,5.461302311,37501,19.6,288.0080642,43.5,42.5,44.6,2.37,45.4,48.8,12.3,66.45688889,31.30666667,0,0.135111111
185.8,"York County, South Carolina",448.5,251195,5.197966517,54196,14.6,47.77165151,37.9,37.2,38.7,2.61,53.6,60.3,8.9,75.17619421,18.92983888,1.704043719,1.238774388
158.3,"Aurora County, South Dakota",460.2,2733,10.62992126,50896,10.8,0,41.8,39.4,44,2.24,61.6,63.7,1.9,93.40417735,0.403078051,0.219860755,1.72224258
161.7,"Beadle County, South Dakota",424.4,18372,6.529752501,49583,15.1,0,39,36.7,41,2.31,55.7,66,2.9,87.89630119,0.253192426,7.7553941,1.854909731
170,"Bennett County, South Dakota",399,3423,5.882352941,34326,34.8,0,29.4,29,30,3.24,41,48.7,14.7,31.29726585,0.959860384,0,0
145,"Bon Homme County, South Dakota",391.4,6985,11.87558907,47987,15.2,0,42.9,40.6,48.3,2.23,50,48,0.9,90.43205476,0.9981463,0.456295451,0.855553971
162.6,"Brookings County, South Dakota",415.4,33897,4.882440161,52930,14.1,0,26.4,26.3,26.6,2.38,42.2,69.5,3.1,92.73739636,1.295164316,2.868728439,0.602190885
154.6,"Brown County, South Dakota",405.4,38785,4.909236214,53150,11.8,335.1811267,38.1,36.7,39.1,2.29,54,68.9,2.5,92.00735681,1.505517604,1.860220704,0.084077772
174.9,"Brule County, South Dakota",447.1,5281,7.258064516,47224,14.8,0,40.8,38.9,41.9,2.47,58.1,62.2,2.6,86.15384615,0,0,0.075046904
194.3,"Butte County, South Dakota",449.2,10283,2.718894009,41446,15.8,0,39.9,39.4,40.2,2.49,55.4,62.8,3,94.61717839,0.068013991,0.097162845,0.563544501
181.9,"Charles Mix County, South Dakota",464.7,9383,6.866002215,41395,24,0,37.3,35.7,38.8,2.78,47.5,56.8,5.1,63.91384349,0.043294729,0.184002598,0.422123606
138.4,"Clark County, South Dakota",429.4,3659,6.386292835,48024,13.8,0,44,42.4,47.2,2.21,55.6,NA,2.8,94.89655172,0.965517241,0.8,0.8
170.9,"Clay County, South Dakota",393.5,13964,2.566452796,43453,24.9,572.9017474,25.2,25.6,24.8,2.21,36.6,63.1,6.8,90.06494897,1.484547855,2.069802298,1.077724645
195.9,"Corson County, South Dakota",379.3,4197,9.343715239,31420,38.6,238.2654277,29.8,29.7,30.1,3.37,39.9,43.2,29.4,30.99542058,0.28922632,0.28922632,0.361532899
158.7,"Custer County, South Dakota",364.5,8446,4.363636364,51244,10.7,0,52.8,51.2,53.6,2.12,63.6,53.6,5.2,93.41196092,0.274005242,0.34548487,0.452704313
151.2,"Davison County, South Dakota",476.9,19858,5.713596914,48675,12.3,0,38.4,34.8,41.6,2.2,54.2,66.1,3.3,94.03143478,0.480113206,0.146560873,0.515489968
150.3,"Day County, South Dakota",473.4,5539,8.546059933,43305,16.3,0,48,46.4,48.9,2.15,56.2,59.1,3.9,88.19864721,0,0.462798149,0.053399786
113.9,"Deuel County, South Dakota",395,4333,6.575682382,51246,10.1,0,44.6,43.5,45.8,2.25,64.9,66.6,3.1,99.00944483,0.691085003,0,0
166.5,"Douglas County, South Dakota",492.4,2977,7.246376812,49251,11.6,0,48,46.5,49.3,2.22,66,65.3,0.4,95.62731248,0,0.033636058,0
162.6,"Edmunds County, South Dakota",459.6,3999,4.337050805,57148,10.5,0,46.1,46.6,46,2.3,58.8,64.5,1.8,97.21254355,0.12444002,0.398208064,0.522648084
187.8,"Fall River County, South Dakota",515.1,6867,6.16375345,42007,17,0,52.4,51.5,53.4,2.14,52.3,51.2,4.1,87.05473501,1.12945265,0.79640892,1.419055893
146.6,"Faulk County, South Dakota",432,2337,15.65656566,46633,13.2,0,46.9,41.6,49.5,2.16,52.4,60.9,0.7,97.15981348,0,0.127172531,0
150.3,"Grant County, South Dakota",429.5,7142,9.712509713,52816,10,420.050406,44.8,43.2,46.9,2.2,62.8,66.8,4.1,97.55085098,0.359762004,0.027674,0.055348001
169.4,"Gregory County, South Dakota",521.9,4201,10.70422535,36836,18.3,0,47.5,44.9,49.6,2.12,57.3,59.7,2.1,88.57075248,0.118315192,1.13582584,0.14197823
170.8,"Haakon County, South Dakota",532.8,1861,3.205128205,43699,12,0,48.3,42.2,52.7,2.39,66.3,61.8,2.5,88.95823332,0.38406145,0,0
145.4,"Hamlin County, South Dakota",403.4,6047,11.43878463,53944,10.4,0,36.1,36,36.1,2.64,66.2,66.4,2.5,97.02440655,0.11701772,0.267469074,1.086593113
130.6,"Hand County, South Dakota",348.6,3348,3.64298725,51201,10,0,48.8,47.6,51.1,2.19,58.9,64.2,1.7,98.81481481,0,0.296296296,0
154.1,"Hanson County, South Dakota",501.1,3385,4.96350365,61945,8.1,0,35.5,35.4,35.9,2.96,60.8,69.5,1.1,93.73892499,3.48493798,0.177200236,0
162.5,"Hughes County, South Dakota",507.7,17555,7.0192783,58340,11,0,39.4,38.5,40.5,2.3,54.7,69.5,3.1,83.30470629,0.755754036,0.526737662,0.830184358
130.4,"Hutchinson County, South Dakota",430.4,7301,7.142857143,48879,13.2,0,45.6,44,46.8,2.23,57.3,65,3,96.3188486,0.19374481,0.05535566,0.359811791
161.3,"Jerauld County, South Dakota",451.7,1997,10.03039514,48773,14.9,0,47.5,44.5,49.4,2.31,62.3,64.8,0.9,98.37518464,0,0,0.295420975
165.5,"Kingsbury County, South Dakota",577,4990,6.58436214,51837,10.1,0,46,45.1,47.1,2.18,64.2,64.4,2,96.18171138,0.607009986,0.646171921,1.116115136
155.3,"Lake County, South Dakota",439.7,12622,4.12979351,53175,9.5,79.22674695,41.9,40.3,44.2,2.38,55.2,65.5,4.4,95.87953003,0.620552706,1.07562469,0.297865299
161.8,"Lawrence County, South Dakota",383.6,24827,3.67487328,45945,13.6,0,41.5,40.5,42.5,2.22,52.2,63,3.8,93.27246906,0.515317509,0.82369649,0.649218909
120,"Lincoln County, South Dakota",404.9,52849,7.080078125,79857,4.3,18.9218339,33.8,33.3,34.2,2.74,62.1,75.9,1.9,94.9773429,1.03460721,0.90227373,0.649637085
136.6,"Lyman County, South Dakota",468.1,3876,5.548037889,40639,24.9,0,35.5,34.4,36.8,2.74,46.9,60.1,7.4,57.72739119,0,0.99035705,0
202.5,"McCook County, South Dakota",448.1,5599,7.191448008,57741,10,0,42.8,41,43.9,2.37,59.8,69,2.1,96.77534295,0.37413148,0,0.783894531
147.9,"Meade County, South Dakota",408.2,26986,9.527108955,54771,10.4,0,36.2,34.3,38.3,2.42,61.8,62.5,2.3,90.31879004,1.842234942,0.993139002,1.250900269
183.1,"Miner County, South Dakota",425.6,2236,10.3626943,49159,12.4,0,43.5,41.4,46,2.24,60.6,65.9,4.1,96.27059844,0.954032958,0,0.346921075
184.3,"Minnehaha County, South Dakota",503.1,185197,6.112105642,55107,11.5,1150.126622,34.8,34,35.6,2.48,49.5,70.9,4.4,86.76610298,4.198567133,1.784377061,2.18227135
159.7,"Pennington County, South Dakota",442.5,108702,5.830321072,48379,14.1,450.7736748,37.1,35.8,38.7,2.46,49.9,64.6,4.8,82.96460386,1.282933497,1.081208465,0.623085262
209.6,"Perkins County, South Dakota",426.4,3019,10.27131783,39936,15.2,0,49.9,50.5,49.3,2.21,59.7,61.5,4.5,96.71251258,0.10063737,0,0.16772895
145.7,"Potter County, South Dakota",411.7,2320,5.80474934,52758,11,0,52.5,52.8,52.2,2.11,58.5,60,0.5,93.23797139,0,1.473775466,0
179.9,"Roberts County, South Dakota",365.5,10311,7.142857143,45911,20.4,0,39.2,39,39.3,2.74,45.6,57.3,7.6,59.92440395,0.416747432,0.096918007,0.048459004
153.9,"Spink County, South Dakota",388.8,6524,7.28,48125,11.7,0,43.8,42.2,45,2.41,54,NA,1.1,95.78386606,0.426179604,0,1.065449011
159.7,"Stanley County, South Dakota",542.1,2954,10.5345912,67172,8.8,0,40.1,38.1,42.9,2.34,60.1,72.4,1.4,89.33153275,0,0,0
179.1,"Sully County, South Dakota",416.6,1426,13.62007168,59879,6.3,0,44.6,44,46.1,2.34,60.3,67.4,1.7,98.02586794,0,0,0
238.8,"Todd County, South Dakota",414.3,9959,13.07106599,27481,47.4,0,23.9,22.8,25.2,3.62,28.5,46.5,25.4,10.1991551,0.331925166,0.563266948,0.130758399
154.3,"Turner County, South Dakota",436,8209,5.14390692,55708,10.2,0,44,43.3,45.2,2.31,63.9,64.8,2.5,97.32594556,0.554083353,0.036135871,0.301132257
166.5,"Union County, South Dakota",518.1,14909,7.245912151,72041,6.3,402.4414783,40.8,39.8,42.2,2.48,58.9,65.3,2.9,94.29995957,0.316668913,1.603557472,0.902843283
146.4,"Walworth County, South Dakota",391.7,5443,7.714016933,41831,15.9,0,44.9,44.3,45.6,2.21,53.6,58.5,5.8,82.18380346,0.200181984,2.784349409,2.984531392
137.1,"Yankton County, South Dakota",403.8,22702,6.329660834,47363,13.8,0,40.8,39.8,42.7,2.33,51.1,61.7,3.6,92.29545856,2.102845026,0.609648348,0.879130588
195.6,"Anderson County, Tennessee",499.5,75749,3.957446809,46689,15.6,0,43.2,41.3,44.6,2.43,48.8,NA,7.7,91.94750099,3.765080207,1.325732467,0.389765345
184.4,"Bedford County, Tennessee",461.5,47183,4.9190879,42252,19.1,42.38814827,36.6,35.9,37.4,2.72,54.2,56.6,7.7,83.76027487,7.05432088,0.724133432,4.529639455
238.4,"Benton County, Tennessee",533.9,16129,5.264732276,34382,21.4,1922.003844,46.1,45.1,47.3,2.37,52.1,43.3,14.3,95.2155464,3.462271693,0.52272308,0.104544616
184.2,"Bradley County, Tennessee",461.9,104091,7.159837221,43065,17.5,9.606978509,39.4,38,40.4,2.58,51.7,53.4,11.2,91.70700163,4.630518704,1.034665204,0.588857753
207.8,"Carroll County, Tennessee",475.2,27910,4.483306836,36627,20.8,0,42.6,40.6,44.4,2.45,50.4,46.5,11.5,86.68923923,10.37985398,0.225725673,0.610164709
